Governance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Average,0,0,0,0,0,0,0,0,,0,100,0,100,0,100,0,100,,100,100,100,100,100,100,100,100,,0,33,0,33,0,33,0,33,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,33,33,33,33,33,33,33,33,33,33,,0,67,0,67,0,67,0,67,,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,,83,83,83,83,83,83,83,83,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,0,67,0,67,,67,67,67,67,67,67,67,67,67,67,,0,0,0,0,0,0,0,0,,67,67,67,67,67,67,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3,Internal implementation,Group - América Móvil - Freedom of Expression,Group - América Móvil - Privacy,OperatingCo - América Móvil Mexico - Freedom of Expression,OperatingCo - América Móvil Mexico - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,,Group - Apple - Freedom of Expression ,Group - Apple - Privacy,iOS mobile ecosystem - Freedom of Expression,iOS mobile ecosystem - Privacy,iMessage - Freedom of Expression,iMessage - Privacy,iCloud - Freedom of Expression,iCloud - Privacy,,Group - AT&T - Freedom of Expression,Group - AT&T - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,Fixed Line Broadband - Freedom of Expression,Fixed Line Broadband - Privacy,,Group - Axiata - Freedom of Expression,Group - Axiata - Privacy,OperatingCo - Celcom - Freedom of Expression,OperatingCo - Celcom - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,,Group - Baidu - Freedom of Expression ,Group - Baidu - Privacy,Baidu Search - Freedom of Expression,Baidu Search - Privacy,Baidu Cloud - Freedom of Expression,Baidu Cloud - Privacy,Baidu PostBar - Freedom of Expression,Baidu PostBar - Privacy,,Group - Bharti Airtel - Freedom of Expression,Group - Bharti Airtel - Privacy,OperatingCo - Airtel India - Freedom of Expression,OperatingCo - Airtel India - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,Fixed Line Broadband - Freedom of Expression,Fixed Line Broadband - Privacy,,Group - Etisalat - Freedom of Expression,Group - Etisalat - Privacy,OperatingCo - Etisalat UAE - Freedom of Expression,OperatingCo - Etisalat UAE - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,Fixed Line Broadband - Freedom of Expression,Fixed Line Broadband - Privacy,,Group - Facebook - Freedom of Expression ,Group - Facebook - Privacy,Facebook - Freedom of Expression,Facebook - Privacy,Instagram - Freedom of Expression,Instagram - Privacy,WhatsApp - Freedom of Expression,WhatsApp - Privacy,Messenger ecosystem - Freedom of Expression,Messenger ecosystem - Privacy,,Group - Google - Freedom of Expression ,Group - Google - Privacy,Search - Freedom of Expression,Search - Privacy,Gmail - Freedom of Expression,Gmail - Privacy,Youtube - Freedom of Expression,Youtube - Privacy,Android mobile ecosystem - Freedom of Expression,Android mobile ecosystem - Privacy,,Group - Kakao - Freedom of Expression ,Group - Kakao - Privacy,Daum Search - Freedom of Expression,Daum Search - Privacy,Daum Mail - Freedom of Expression,Daum Mail - Privacy,KakaoTalk - Freedom of Expression,KakaoTalk - Privacy,,Group - Mail.ru - Freedom of Expression ,Group - Mail.ru - Privacy,VKontakte - Freedom of Expression,VKontakte - Privacy,Mail.ru email - Freedom of Expression,Mail.ru email - Privacy,Mail.ru Agent - Freedom of Expression,Mail.ru Agent - Privacy,,Group - Microsoft - Freedom of Expression ,Group - Microsoft - Privacy,Bing - Freedom of Expression,Bing - Privacy,Outlook.com - Freedom of Expression,Outlook.com - Privacy,Skype - Freedom of Expression,Skype - Privacy,,Group - MTN - Freedom of Expression,Group - MTN - Privacy,OperatingCo - MTN South Africa - Freedom of Expression,OperatingCo - MTN South Africa - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,,Group - Ooredoo - Freedom of Expression,Group - Ooredoo - Privacy,OperatingCo - Ooredoo Qatar - Freedom of Expression,OperatingCo - Ooredoo Qatar - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,Fixed Line Broadband - Freedom of Expression,Fixed Line Broadband - Privacy,,Group - Orange - Freedom of Expression,Group - Orange - Privacy,OperatingCo - Orange France - Freedom of Expression,OperatingCo - Orange France - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,Fixed Line Broadband - Freedom of Expression,Fixed Line Broadband - Privacy,,Group - Samsung - Freedom of Expression ,Group - Samsung - Privacy,Samsung - Freedom of Expression,Samsung - Privacy,,Group - Telefónica - Freedom of Expression,Group - Telefónica - Privacy,OperatingCo - Telefónica de España - Freedom of Expression,OperatingCo - Telefónica de España - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,Fixed Line Broadband - Freedom of Expression,Fixed Line Broadband - Privacy,,Group - Tencent - Freedom of Expression ,Group - Tencent - Privacy,QZone - Freedom of Expression,QZone - Privacy,QQ - Freedom of Expression,QQ - Privacy,WeChat - Freedom of Expression,WeChat - Privacy,,Group - Twitter - Freedom of Expression ,Group - Twitter - Privacy,Twitter - Freedom of Expression,Twitter - Privacy,Periscope - Freedom of Expression,Periscope - Privacy,,Group - Vodafone - Freedom of Expression,Group - Vodafone - Privacy,OperatingCo - Vodafone UK - Freedom of Expression,OperatingCo - Vodafone UK - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,Fixed Line Broadband - Freedom of Expression,Fixed Line Broadband - Privacy,,Group - Oath (Yahoo) - Freedom of Expression ,Group - Oath (Yahoo) - Privacy,Yahoo Mail - Freedom of Expression,Yahoo Mail - Privacy,Flickr - Freedom of Expression,Flickr - Privacy,Tumblr - Freedom of Expression,Tumblr - Privacy,,Group - Yandex - Freedom of Expression ,Group - Yandex - Privacy,Yandex Mail ecosystem - Freedom of Expression,Yandex Mail ecosystem - Privacy,Yandex Search - Freedom of Expression,Yandex Search - Privacy,Yandex Disk - Freedom of Expression,Yandex Disk - Privacy
1,1. Does the company clearly disclose that it provides employee training on freedom of expression and privacy issues?,0,100,0,100,0,100,0,100,,0,100,0,100,0,100,0,100,,50,100,50,100,50,100,50,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,50,0,50,0,50,0,50,0,50,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,,0,100,0,100,0,100,0,100,,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,0,100,0,100,,100,100,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,50,0,50,0,50,0,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0
2,2. Does the company clearly disclose that it maintains an employee whistleblower program through which employees can report concerns related to how the company treats its users’ freedom of expression and privacy rights?,0,0,0,0,0,0,0,0,,0,100,0,100,0,100,0,100,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,50,0,50,0,50,0,50,0,50,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,0,50,0,50,0,50,0,50,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,0,100,0,100,,100,100,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,,0,50,0,50,0,50,0,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Average,0,50,0,50,0,50,0,50,,0,100,0,100,0,100,0,100,,75,100,75,100,75,100,75,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,50,0,50,0,50,0,50,0,50,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,,0,50,0,50,0,50,0,50,,0,25,0,25,0,25,0,25,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,0,100,0,100,,100,100,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,25,0,25,0,25,0,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,,0,25,0,25,0,25,0,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,Impact assessment,Group - América Móvil - Freedom of Expression,Group - América Móvil - Privacy,OperatingCo - América Móvil Mexico - Freedom of Expression,OperatingCo - América Móvil Mexico - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,,Group - Apple - Freedom of Expression ,Group - Apple - Privacy,iOS mobile ecosystem - Freedom of Expression,iOS mobile ecosystem - Privacy,iMessage - Freedom of Expression,iMessage - Privacy,iCloud - Freedom of Expression,iCloud - Privacy,,Group - AT&T - Freedom of Expression,Group - AT&T - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,Fixed Line Broadband - Freedom of Expression,Fixed Line Broadband - Privacy,,Group - Axiata - Freedom of Expression,Group - Axiata - Privacy,OperatingCo - Celcom - Freedom of Expression,OperatingCo - Celcom - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,,Group - Baidu - Freedom of Expression ,Group - Baidu - Privacy,Baidu Search - Freedom of Expression,Baidu Search - Privacy,Baidu Cloud - Freedom of Expression,Baidu Cloud - Privacy,Baidu PostBar - Freedom of Expression,Baidu PostBar - Privacy,,Group - Bharti Airtel - Freedom of Expression,Group - Bharti Airtel - Privacy,OperatingCo - Airtel India - Freedom of Expression,OperatingCo - Airtel India - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,Fixed Line Broadband - Freedom of Expression,Fixed Line Broadband - Privacy,,Group - Etisalat - Freedom of Expression,Group - Etisalat - Privacy,OperatingCo - Etisalat UAE - Freedom of Expression,OperatingCo - Etisalat UAE - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,Fixed Line Broadband - Freedom of Expression,Fixed Line Broadband - Privacy,,Group - Facebook - Freedom of Expression ,Group - Facebook - Privacy,Facebook - Freedom of Expression,Facebook - Privacy,Instagram - Freedom of Expression,Instagram - Privacy,WhatsApp - Freedom of Expression,WhatsApp - Privacy,Messenger ecosystem - Freedom of Expression,Messenger ecosystem - Privacy,,Group - Google - Freedom of Expression ,Group - Google - Privacy,Search - Freedom of Expression,Search - Privacy,Gmail - Freedom of Expression,Gmail - Privacy,Youtube - Freedom of Expression,Youtube - Privacy,Android mobile ecosystem - Freedom of Expression,Android mobile ecosystem - Privacy,,Group - Kakao - Freedom of Expression ,Group - Kakao - Privacy,Daum Search - Freedom of Expression,Daum Search - Privacy,Daum Mail - Freedom of Expression,Daum Mail - Privacy,KakaoTalk - Freedom of Expression,KakaoTalk - Privacy,,Group - Mail.ru - Freedom of Expression ,Group - Mail.ru - Privacy,VKontakte - Freedom of Expression,VKontakte - Privacy,Mail.ru email - Freedom of Expression,Mail.ru email - Privacy,Mail.ru Agent - Freedom of Expression,Mail.ru Agent - Privacy,,Group - Microsoft - Freedom of Expression ,Group - Microsoft - Privacy,Bing - Freedom of Expression,Bing - Privacy,Outlook.com - Freedom of Expression,Outlook.com - Privacy,Skype - Freedom of Expression,Skype - Privacy,,Group - MTN - Freedom of Expression,Group - MTN - Privacy,OperatingCo - MTN South Africa - Freedom of Expression,OperatingCo - MTN South Africa - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,,Group - Ooredoo - Freedom of Expression,Group - Ooredoo - Privacy,OperatingCo - Ooredoo Qatar - Freedom of Expression,OperatingCo - Ooredoo Qatar - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,Fixed Line Broadband - Freedom of Expression,Fixed Line Broadband - Privacy,,Group - Orange - Freedom of Expression,Group - Orange - Privacy,OperatingCo - Orange France - Freedom of Expression,OperatingCo - Orange France - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,Fixed Line Broadband - Freedom of Expression,Fixed Line Broadband - Privacy,,Group - Samsung - Freedom of Expression ,Group - Samsung - Privacy,Samsung - Freedom of Expression,Samsung - Privacy,,Group - Telefónica - Freedom of Expression,Group - Telefónica - Privacy,OperatingCo - Telefónica de España - Freedom of Expression,OperatingCo - Telefónica de España - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,Fixed Line Broadband - Freedom of Expression,Fixed Line Broadband - Privacy,,Group - Tencent - Freedom of Expression ,Group - Tencent - Privacy,QZone - Freedom of Expression,QZone - Privacy,QQ - Freedom of Expression,QQ - Privacy,WeChat - Freedom of Expression,WeChat - Privacy,,Group - Twitter - Freedom of Expression ,Group - Twitter - Privacy,Twitter - Freedom of Expression,Twitter - Privacy,Periscope - Freedom of Expression,Periscope - Privacy,,Group - Vodafone - Freedom of Expression,Group - Vodafone - Privacy,OperatingCo - Vodafone UK - Freedom of Expression,OperatingCo - Vodafone UK - Privacy,Prepaid Mobile - Freedom of Expression,Prepaid Mobile - Privacy,Postpaid Mobile - Freedom of Expression,Postpaid Mobile - Privacy,Fixed Line Broadband - Freedom of Expression,Fixed Line Broadband - Privacy,,Group - Oath (Yahoo) - Freedom of Expression ,Group - Oath (Yahoo) - Privacy,Yahoo Mail - Freedom of Expression,Yahoo Mail - Privacy,Flickr - Freedom of Expression,Flickr - Privacy,Tumblr - Freedom of Expression,Tumblr - Privacy,,Group - Yandex - Freedom of Expression ,Group - Yandex - Privacy,Yandex Mail ecosystem - Freedom of Expression,Yandex Mail ecosystem - Privacy,Yandex Search - Freedom of Expression,Yandex Search - Privacy,Yandex Disk - Freedom of Expression,Yandex Disk - Privacy
1,"As part of its decision-making, does the company consider how laws affect freedom of expression and privacy in jurisdictions where it operates?",0,0,0,0,0,0,0,0,,0,50,0,50,0,50,0,50,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,,50,50,50,50,50,50,50,50,,0,0,0,0,0,0,0,0,0,0,,50,50,50,50,50,50,50,50,50,50,,0,0,0,0,,50,50,50,50,50,50,50,50,50,50,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,,0,100,0,100,0,100,0,100
2,Does the company regularly assess freedom of expression and privacy risks associated with existing products and services?,0,0,0,0,0,0,0,0,,0,100,0,100,0,100,0,100,,50,50,50,50,50,50,50,50,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,50,50,50,50,50,50,50,50,50,100,,50,50,50,50,50,50,50,50,50,50,,0,100,0,100,0,100,0,100,,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,0,100,0,100,,50,50,50,50,50,50,50,50,50,50,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,50,0,50,0,50,0,50,0,50,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0
3,"Does the company assess freedom of expression and privacy risks associated with a new activity, including the launch and/or acquisition of new products, services, or companies or entry into new markets?",0,0,0,0,0,0,0,0,,0,100,0,100,0,100,0,100,,50,50,50,50,50,50,50,50,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,,0,100,0,100,0,100,0,100,,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,0,100,0,100,,100,100,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,50,50,50,50,50,50,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0
4,Does the company assess freedom of expression and privacy risks associated with the processes and mechanisms used to enforce its terms of service?,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,50,50,50,50,50,50,50,50,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0
5,Does the company conduct additional evaluation wherever the company’s risk assessments identify concerns?,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,50,50,50,50,50,50,50,50,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,50,0,50,0,50,0,50,0,50,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0
6,Do senior executives and/or members of the company’s board of directors review and consider the results of assessments and due diligence in their decision-making?,0,0,0,0,0,0,0,0,,0,50,0,50,0,50,0,50,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,,0,50,0,50,0,50,0,50,,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,50,50,50,50,50,50,50,50,50,50,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,50,50,50,50,50,50,50,50,,0,0,0,0,0,0,0,0
7,Does the company conduct assessments on a regular schedule?,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,,50,50,50,50,50,50,50,50,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,0,0,0,0,,50,50,50,50,50,50,50,50,50,50,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,50,50,50,50,50,50,50,50,50,50,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0
8,Are the company’s assessments assured by an external third party?,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0
9,Is the external third party that assures the assessment accredited to a relevant and reputable human rights standard by a credible organization?,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Average,0,0,0,0,0,0,0,0,,0,33,0,33,0,33,0,33,,11,11,11,11,11,11,11,11,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,72,72,72,72,72,72,72,72,72,78,,72,72,72,72,72,72,72,72,72,72,,0,28,0,28,0,28,0,28,,0,0,0,0,0,0,0,0,,89,89,89,89,89,89,89,89,,11,11,11,11,11,11,11,11,,0,0,0,0,0,0,0,0,0,0,,44,44,44,44,44,44,44,44,44,44,,0,22,0,22,,28,33,28,33,28,33,28,33,28,33,,0,0,0,0,0,0,0,0,,6,6,6,6,6,6,,39,44,39,44,39,44,39,44,39,44,,94,94,94,94,94,94,94,94,,0,11,0,11,0,11,0,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
